"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.233668711E0,9.980201721E-3,-9.694185853E-2,2.377605438E-2,1.003126568E-1
1.238667044E0,-2.207875252E-3,-5.778874457E-2,4.497432709E-2,7.326052012E-2
1.243665377E0,4.995286465E-2,-3.359362483E-2,4.699039459E-2,7.636699221E-2
1.248808971E0,5.907785892E-2,-4.799330235E-2,4.185581207E-2,8.686460435E-2
1.253807304E0,6.828200817E-2,-5.054382980E-2,1.774692535E-2,8.678746874E-2
1.258805638E0,5.375576019E-2,-7.930119336E-2,-1.329612732E-2,9.672201416E-2
1.263803919E0,4.172587395E-2,-6.516231596E-2,-1.557159424E-2,7.892813520E-2
1.268802252E0,3.216862679E-2,-6.538270414E-2,2.968311310E-2,7.868167355E-2
1.273800586E0,2.046549320E-2,-5.871467292E-2,4.604339600E-2,7.737081842E-2
1.278946159E0,-7.649660110E-3,-1.655179262E-2,4.325294495E-2,4.693928403E-2
1.283944492E0,-2.491950989E-3,1.825547218E-2,2.625370026E-2,3.207380335E-2
1.288942825E0,-1.168525219E-2,7.199490070E-2,1.652145386E-2,7.478481987E-2
1.293941106E0,-8.975744247E-3,1.206901073E-1,6.873130798E-3,1.212184224E-1
1.298939440E0,-1.811981201E-2,1.692548394E-1,-2.646446228E-2,1.722669325E-1
1.303937773E0,-1.055729389E-2,1.704137623E-1,-5.003833771E-2,1.779217302E-1
1.309067825E0,3.496313095E-2,1.864909828E-1,-1.043195724E-1,2.165268583E-1
1.314066159E0,6.124687195E-2,1.933735311E-1,-1.225461960E-1,2.369853835E-1
1.319064492E0,4.935777187E-2,1.294361651E-1,-7.650279999E-2,1.582485036E-1
1.324062773E0,3.276503086E-2,5.446299911E-2,-4.985237122E-2,8.077762335E-2
1.329061106E0,9.235382080E-3,-3.359764814E-3,-1.392269135E-2,1.704176153E-2
1.334059440E0,-6.865262985E-3,-6.324255466E-2,5.071640015E-3,6.381593914E-2
1.339204492E0,-2.297461033E-2,-1.109533757E-1,3.818416595E-2,1.195680343E-1
1.344202825E0,-5.331778526E-2,-1.375580579E-1,5.917739868E-2,1.589558745E-1
1.349201159E0,-9.084403515E-2,-1.573812366E-1,6.579399109E-2,1.932623647E-1
1.354199440E0,-7.590031624E-2,-1.562204659E-1,7.238388062E-2,1.881624780E-1
1.359197773E0,-6.599152088E-2,-1.625907421E-1,6.232070923E-2,1.862109047E-1
1.364196106E0,-3.498852253E-2,-1.599330455E-1,4.050159454E-2,1.686509855E-1
1.369341679E0,-4.215896130E-2,-1.315696388E-1,3.786945343E-2,1.432551688E-1
1.374340013E0,-6.500363350E-3,-1.130572110E-1,1.863384247E-2,1.147667538E-1
1.379338346E0,2.188909054E-2,-8.752094209E-2,7.080554962E-2,1.146842336E-1
1.384336627E0,7.389891148E-2,-2.428615093E-2,8.927631378E-2,1.184108375E-1
1.389334961E0,7.104110718E-2,1.922276616E-2,7.907009125E-2,1.080205211E-1
1.394333294E0,8.489060402E-2,4.340451956E-2,9.744739532E-2,1.363318078E-1
1.399472721E0,4.885280132E-2,2.699089050E-2,7.527542114E-2,9.370962275E-2
1.404471054E0,4.186832905E-2,3.458204865E-2,5.563259125E-2,7.774226827E-2
1.409469388E0,6.435632706E-3,4.939115047E-2,4.090118408E-2,6.445005797E-2
1.414467669E0,1.168692112E-2,7.841557264E-2,1.678657532E-2,8.103934396E-2
1.419466002E0,1.694476604E-2,1.003351510E-1,-1.664257050E-2,1.031079181E-1
1.424464336E0,-6.508946419E-3,1.008189321E-1,-7.353401184E-2,1.249562897E-1
1.429601940E0,-4.643166065E-2,1.063203514E-1,-1.109504700E-1,1.605301312E-1
1.434600273E0,-2.432525158E-2,9.534075856E-2,-1.623077393E-1,1.898035309E-1
1.439598606E0,-3.576552868E-2,7.779604197E-2,-1.681051254E-1,1.886550566E-1
1.444596888E0,-5.195796490E-2,8.428406715E-2,-1.809730530E-1,2.062878571E-1
1.449595221E0,-7.767415047E-2,7.187429070E-2,-1.485872269E-1,1.824208083E-1
