"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.221824696E0,-7.781460881E-4,2.187441289E-2,-1.257514954E-2,2.524341175E-2
1.226822091E0,4.052199423E-3,7.299348712E-3,-7.722854614E-3,1.137291938E-2
1.231819539E0,1.768857241E-3,-2.109615505E-2,-5.292892456E-4,2.117679770E-2
1.236816935E0,-7.673848420E-3,-1.847833395E-3,1.610374451E-2,1.793413017E-2
1.241814331E0,2.107428014E-2,2.421139181E-2,8.839607239E-3,3.329347433E-2
1.246960789E0,1.157955080E-2,2.170436084E-2,-7.362365723E-4,2.461112189E-2
1.251958185E0,6.805464625E-3,9.661905468E-3,-5.481719971E-3,1.302751012E-2
1.256955581E0,1.632438600E-2,-4.707485437E-3,-3.061294556E-3,1.726318400E-2
1.261953029E0,1.388700306E-2,7.277652621E-3,-1.253795624E-2,2.007519436E-2
1.266950425E0,1.915313303E-3,-4.696339369E-3,1.132011414E-2,1.240439489E-2
1.271947821E0,-2.778939903E-3,2.485170960E-3,-7.778167725E-3,8.625455051E-3
1.277091518E0,1.643144339E-2,1.435908675E-2,-7.714271545E-3,2.314488474E-2
1.282088914E0,2.106940001E-2,-5.006536841E-3,8.975028992E-3,2.344218790E-2
1.287086310E0,-5.213968456E-3,-2.727761865E-3,-2.979278564E-3,6.595623747E-3
1.292083758E0,-1.217116788E-2,1.621218026E-2,-1.483345032E-2,2.511978034E-2
1.297081154E0,6.956979632E-3,-1.489198208E-2,-7.584571838E-3,1.810238730E-2
1.302078550E0,2.122571319E-2,-1.253154874E-2,-2.773284912E-3,2.480446983E-2
1.307229696E0,1.885792613E-2,8.863694966E-3,1.625156403E-2,2.642536281E-2
1.312227091E0,4.626668990E-3,-3.070667386E-3,-1.714229584E-2,1.801925000E-2
1.317224487E0,-1.398399472E-4,-7.779330015E-3,-9.873390198E-3,1.257065490E-2
1.322221935E0,-1.687258482E-4,-1.947253942E-2,-5.038261414E-3,2.011448081E-2
1.327219331E0,1.426503062E-2,4.514053464E-3,2.826118469E-2,3.197752863E-2
1.332216727E0,-2.565123141E-3,-1.466740668E-2,-9.984016418E-3,1.792744430E-2
1.337359435E0,-4.897654057E-3,9.173132479E-3,-5.150794983E-3,1.160448464E-2
1.342356831E0,1.179504395E-2,-2.557098866E-3,3.052806854E-2,3.282719582E-2
1.347354227E0,2.127378434E-2,2.283886075E-3,-6.084442139E-4,2.140467800E-2
1.352351675E0,2.114631236E-3,-1.904676855E-2,4.148483276E-3,1.960767632E-2
1.357349071E0,9.245336056E-3,-1.412086189E-2,1.361560822E-2,2.168547362E-2
1.362346466E0,-7.438745350E-3,2.641677856E-3,-3.126144409E-3,8.490357657E-3
1.367480529E0,1.175838709E-2,-9.187191725E-3,-5.475997925E-3,1.589499015E-2
1.372477925E0,9.306579828E-3,3.558546305E-4,1.695632935E-3,9.466479370E-3
1.377475321E0,2.175904810E-3,1.684245467E-2,-3.072738647E-3,1.725817383E-2
1.382472768E0,-1.442730427E-4,2.361446619E-3,-6.732940674E-4,2.459790590E-3
1.387470164E0,4.735358059E-3,1.640509069E-2,1.595687866E-2,2.337033575E-2
1.392467560E0,4.769392312E-3,2.573487908E-2,-8.058547974E-4,2.618550183E-2
1.397622873E0,9.451158345E-3,1.128453761E-2,-1.030158997E-2,1.796630009E-2
1.402620268E0,-5.486607552E-5,-1.012074947E-2,4.037857056E-3,1.089664489E-2
1.407617664E0,9.470164776E-3,6.557047367E-3,-7.476806641E-4,1.154287301E-2
1.412615112E0,1.411297917E-2,4.195094109E-3,6.386756897E-3,1.604885228E-2
1.417612508E0,-1.857578754E-4,1.367768645E-2,1.345920563E-2,1.919020137E-2
1.422609904E0,-5.894899368E-5,-7.955342531E-3,-8.035659790E-3,1.130764246E-2
1.427749591E0,2.614803612E-2,-3.174632788E-3,6.284713745E-3,2.707943340E-2
1.432746987E0,1.175180078E-2,-1.030972600E-2,8.605957031E-3,1.784538506E-2
1.437744383E0,-9.704239666E-3,-5.611926317E-3,1.565933228E-2,1.925826243E-2
1.442741831E0,2.133072168E-2,-2.450229228E-2,1.276016235E-3,3.251138618E-2
1.447739227E0,9.349472821E-3,1.901060343E-3,6.016731262E-3,1.127952692E-2
1.452736623E0,9.345054626E-3,2.080208063E-2,-2.016639709E-2,3.044240753E-2
1.457884123E0,1.171842217E-2,2.307419479E-2,1.381874084E-3,2.591620071E-2
1.462881518E0,1.871803403E-2,-5.608066916E-3,1.370429993E-3,1.958809054E-2
1.467878914E0,6.603240967E-3,-8.455812931E-4,1.086044312E-2,1.273840742E-2
1.472876362E0,1.871332526E-3,-8.738487959E-4,2.027130127E-2,2.037623990E-2
1.477873758E0,6.732083857E-3,1.473307610E-3,1.096725464E-3,6.978136937E-3
1.482871154E0,1.392786950E-2,1.087573916E-2,-6.041526794E-3,1.867531250E-2
1.488020946E0,3.051629663E-2,-1.182690263E-3,-1.311874390E-2,3.323769784E-2
1.493018341E0,8.955657482E-3,-3.532260656E-3,-1.132011414E-3,9.693405806E-3
1.498015737E0,1.613291353E-2,1.314204931E-2,-5.874633789E-3,2.162164844E-2
1.503013185E0,1.607197523E-2,3.546491265E-3,1.317882538E-2,2.108476764E-2
1.508010581E0,1.120800525E-2,1.260697842E-3,5.945205688E-3,1.274967495E-2
1.513007977E0,6.334185600E-3,-1.040396094E-2,-5.979537964E-3,1.356905246E-2
1.518151362E0,-5.520641804E-3,-3.120779991E-3,1.196861267E-3,6.453621508E-3
1.523148758E0,-7.543042302E-4,-2.208331227E-2,-3.564834595E-3,2.238190567E-2
