"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.390880953E0,4.570931196E-5,9.849518538E-3,-7.725715637E-3,1.251805843E-2
1.396028140E0,9.569011629E-3,-4.468560219E-3,-1.003551483E-2,1.456865031E-2
1.401026161E0,7.184877992E-3,-1.866763830E-2,9.053230286E-3,2.195595979E-2
1.406024182E0,9.468164295E-3,2.426448464E-2,-5.245208740E-4,2.605161170E-2
1.411022203E0,-2.469040453E-3,5.023121834E-3,-1.477432251E-2,1.579900375E-2
1.416020224E0,-4.801575094E-3,1.202079654E-2,-4.005432129E-4,1.295048677E-2
1.421018245E0,-1.672034711E-2,7.186025381E-3,4.354476929E-3,1.871284151E-2
1.426156109E0,1.240223646E-4,-1.650592685E-2,6.697654724E-3,1.781346630E-2
1.431154130E0,2.384903096E-2,-9.225308895E-3,1.890182495E-3,2.564089296E-2
1.436152151E0,9.574782103E-3,5.121260881E-3,-5.251884460E-3,1.206176006E-2
1.441150172E0,2.857043780E-2,-4.406630993E-3,-5.207061768E-3,2.937348814E-2
1.446148192E0,9.243909270E-3,5.045592785E-3,-7.542610168E-3,1.295371890E-2
1.451146213E0,-5.065444857E-3,-4.430174828E-3,-3.509521484E-4,6.738571660E-3
1.456286161E0,2.593505569E-2,1.689702272E-2,-2.725601196E-3,3.107354811E-2
1.461284182E0,1.143789850E-2,9.645819664E-3,2.048492432E-3,1.510177739E-2
1.466282203E0,1.136348955E-2,-2.295583487E-3,-1.222038269E-2,1.684447540E-2
1.471280224E0,1.128969900E-2,-1.191720366E-2,-7.371902466E-3,1.799505467E-2
1.476278245E0,1.364382356E-2,9.423315525E-3,-4.938125610E-3,1.730138380E-2
1.481276265E0,1.597984880E-2,-9.643048048E-3,6.981849670E-3,1.992712142E-2
1.486420745E0,6.366055459E-3,2.332180738E-3,1.167488098E-2,1.350068795E-2
1.491418765E0,1.528035849E-3,1.172846556E-2,1.870155334E-2,2.212780819E-2
1.496416786E0,-7.859367877E-3,-2.606272697E-3,1.141929626E-2,1.410541201E-2
1.501414807E0,6.583787501E-3,-1.196649671E-2,6.577491760E-3,1.515937661E-2
1.506412828E0,1.129786484E-2,-1.184967160E-2,4.147529602E-3,1.688959647E-2
1.511410849E0,1.127790846E-2,-1.405826211E-2,-1.251411438E-2,2.194149064E-2
1.516560276E0,1.358100772E-2,-4.475086927E-3,-1.003551483E-2,1.746945138E-2
1.521558297E0,-7.644891739E-4,9.832084179E-3,-1.707839966E-2,1.972120833E-2
